Variation Label,Parent Product,Variation SKU,SKU Status,Linked Attributes,Regular Price,Tiered Pricing,Stock,Is Active?,Published
FWB-MOD006-0058,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0058,,"""Width — 8"""""",""Height — 10"""""",""Length — 16' (192"""")"",Sides — 4-sided",$1725.00,,,checked,
FWB-MOD006-0059,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0059,,"""Width — 8"""""",""Height — 10"""""",""Length — 20' (240"""")"",Sides — 3-sided",$1677.00,,,checked,
FWB-MOD006-0060,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0060,,"""Width — 8"""""",""Height — 10"""""",""Length — 20' (240"""")"",Sides — 4-sided",$2157.00,,,checked,
FWB-MOD006-0061,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0061,,"""Width — 10"""""",""Height — 10"""""",""Length — 8' (96"""")"",Sides — 3-sided",$719.00,,,checked,
FWB-MOD006-0062,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0062,,"""Width — 10"""""",""Height — 10"""""",""Length — 8' (96"""")"",Sides — 4-sided",$959.00,,,checked,
FWB-MOD006-0063,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0063,,"""Width — 10"""""",""Height — 10"""""",""Length — 10' (120"""")"",Sides — 3-sided",$899.00,,,checked,
FWB-MOD006-0064,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0064,,"""Width — 10"""""",""Height — 10"""""",""Length — 10' (120"""")"",Sides — 4-sided",$1198.00,,,checked,
FWB-MOD006-0065,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0065,,"""Width — 10"""""",""Height — 10"""""",""Length — 12' (144"""")"",Sides — 3-sided",$1079.00,,,checked,
FWB-MOD006-0066,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0066,,"""Width — 10"""""",""Height — 10"""""",""Length — 12' (144"""")"",Sides — 4-sided",$1438.00,,,checked,
FWB-MOD006-0067,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0067,,"""Width — 10"""""",""Height — 10"""""",""Length — 16' (192"""")"",Sides — 3-sided",$1438.00,,,checked,
FWB-MOD006-0068,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0068,,"""Width — 10"""""",""Height — 10"""""",""Length — 16' (192"""")"",Sides — 4-sided",$1917.00,,,checked,
FWB-MOD006-0069,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0069,,"""Width — 10"""""",""Height — 10"""""",""Length — 20' (240"""")"",Sides — 3-sided",$1797.00,,,checked,
FWB-MOD006-0070,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0070,,"""Width — 10"""""",""Height — 10"""""",""Length — 20' (240"""")"",Sides — 4-sided",$2395.00,,,checked,
FWB-MOD006-0071,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0071,,"""Width — 12"""""",""Height — 12"""""",""Length — 8' (96"""")"",Sides — 3-sided",$863.00,,,checked,
FWB-MOD006-0072,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0072,,"""Width — 12"""""",""Height — 12"""""",""Length — 8' (96"""")"",Sides — 4-sided",$1150.00,,,checked,
FWB-MOD006-0073,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0073,,"""Width — 12"""""",""Height — 12"""""",""Length — 10' (120"""")"",Sides — 3-sided",$1079.00,,,checked,
FWB-MOD006-0074,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0074,,"""Width — 12"""""",""Height — 12"""""",""Length — 10' (120"""")"",Sides — 4-sided",$1438.00,,,checked,
FWB-MOD006-0075,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0075,,"""Width — 12"""""",""Height — 12"""""",""Length — 12' (144"""")"",Sides — 3-sided",$1294.00,,,checked,
FWB-MOD006-0076,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0076,,"""Width — 12"""""",""Height — 12"""""",""Length — 12' (144"""")"",Sides — 4-sided",$1725.00,,,checked,
FWB-MOD006-0077,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0077,,"""Width — 12"""""",""Height — 12"""""",""Length — 16' (192"""")"",Sides — 3-sided",$1725.00,,,checked,
FWB-MOD006-0078,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0078,,"""Width — 12"""""",""Height — 12"""""",""Length — 16' (192"""")"",Sides — 4-sided",$2299.00,,,checked,
FWB-MOD006-0079,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0079,,"""Width — 12"""""",""Height — 12"""""",""Length — 20' (240"""")"",Sides — 3-sided",$2157.00,,,checked,
FWB-MOD006-0080,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0080,,"""Width — 12"""""",""Height — 12"""""",""Length — 20' (240"""")"",Sides — 4-sided",$2874.00,,,checked,
FWB-MOD006-0081,Faux Wood Beam MOD006 — FWB-MOD006,FWB-MOD006-0081,,"Width — Any Custom Size,Height — Any Custom Size,Length — Any Custom Size,Sides — Any Custom Size",,,,checked,
FWB-MOD007-0001,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0001,,"""Width — 4"""""",""Height — 4"""""",""Length — 8' (96"""")"",Sides — 3-sided",$288.00,,,checked,
FWB-MOD007-0002,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0002,,"""Width — 4"""""",""Height — 4"""""",""Length — 8' (96"""")"",Sides — 4-sided",$384.00,,,checked,
FWB-MOD007-0003,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0003,,"""Width — 4"""""",""Height — 4"""""",""Length — 10' (120"""")"",Sides — 3-sided",$360.00,,,checked,
FWB-MOD007-0004,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0004,,"""Width — 4"""""",""Height — 4"""""",""Length — 10' (120"""")"",Sides — 4-sided",$480.00,,,checked,
FWB-MOD007-0005,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0005,,"""Width — 4"""""",""Height — 4"""""",""Length — 12' (144"""")"",Sides — 3-sided",$432.00,,,checked,
FWB-MOD007-0006,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0006,,"""Width — 4"""""",""Height — 4"""""",""Length — 12' (144"""")"",Sides — 4-sided",$575.00,,,checked,
FWB-MOD007-0007,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0007,,"""Width — 4"""""",""Height — 4"""""",""Length — 16' (192"""")"",Sides — 3-sided",$575.00,,,checked,
FWB-MOD007-0008,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0008,,"""Width — 4"""""",""Height — 4"""""",""Length — 16' (192"""")"",Sides — 4-sided",$767.00,,,checked,
FWB-MOD007-0009,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0009,,"""Width — 4"""""",""Height — 4"""""",""Length — 20' (240"""")"",Sides — 3-sided",$719.00,,,checked,
FWB-MOD007-0010,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0010,,"""Width — 4"""""",""Height — 4"""""",""Length — 20' (240"""")"",Sides — 4-sided",$959.00,,,checked,
FWB-MOD007-0011,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0011,,"""Width — 4"""""",""Height — 6"""""",""Length — 8' (96"""")"",Sides — 3-sided",$384.00,,,checked,
FWB-MOD007-0012,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0012,,"""Width — 4"""""",""Height — 6"""""",""Length — 8' (96"""")"",Sides — 4-sided",$480.00,,,checked,
FWB-MOD007-0013,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0013,,"""Width — 4"""""",""Height — 6"""""",""Length — 10' (120"""")"",Sides — 3-sided",$480.00,,,checked,
FWB-MOD007-0014,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0014,,"""Width — 4"""""",""Height — 6"""""",""Length — 10' (120"""")"",Sides — 4-sided",$599.00,,,checked,
FWB-MOD007-0015,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0015,,"""Width — 4"""""",""Height — 6"""""",""Length — 12' (144"""")"",Sides — 3-sided",$575.00,,,checked,
FWB-MOD007-0016,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0016,,"""Width — 4"""""",""Height — 6"""""",""Length — 12' (144"""")"",Sides — 4-sided",$719.00,,,checked,
FWB-MOD007-0017,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0017,,"""Width — 4"""""",""Height — 6"""""",""Length — 16' (192"""")"",Sides — 3-sided",$767.00,,,checked,
FWB-MOD007-0018,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0018,,"""Width — 4"""""",""Height — 6"""""",""Length — 16' (192"""")"",Sides — 4-sided",$959.00,,,checked,
FWB-MOD007-0019,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0019,,"""Width — 4"""""",""Height — 6"""""",""Length — 20' (240"""")"",Sides — 3-sided",$959.00,,,checked,
FWB-MOD007-0020,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0020,,"""Width — 4"""""",""Height — 6"""""",""Length — 20' (240"""")"",Sides — 4-sided",$1198.00,,,checked,
FWB-MOD007-0021,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0021,,"""Width — 6"""""",""Height — 6"""""",""Length — 8' (96"""")"",Sides — 3-sided",$432.00,,,checked,
FWB-MOD007-0022,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0022,,"""Width — 6"""""",""Height — 6"""""",""Length — 8' (96"""")"",Sides — 4-sided",$575.00,,,checked,
FWB-MOD007-0023,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0023,,"""Width — 6"""""",""Height — 6"""""",""Length — 10' (120"""")"",Sides — 3-sided",$540.00,,,checked,
FWB-MOD007-0024,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0024,,"""Width — 6"""""",""Height — 6"""""",""Length — 10' (120"""")"",Sides — 4-sided",$719.00,,,checked,
FWB-MOD007-0025,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0025,,"""Width — 6"""""",""Height — 6"""""",""Length — 12' (144"""")"",Sides — 3-sided",$648.00,,,checked,
FWB-MOD007-0026,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0026,,"""Width — 6"""""",""Height — 6"""""",""Length — 12' (144"""")"",Sides — 4-sided",$863.00,,,checked,
FWB-MOD007-0027,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0027,,"""Width — 6"""""",""Height — 6"""""",""Length — 16' (192"""")"",Sides — 3-sided",$863.00,,,checked,
FWB-MOD007-0028,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0028,,"""Width — 6"""""",""Height — 6"""""",""Length — 16' (192"""")"",Sides — 4-sided",$1150.00,,,checked,
FWB-MOD007-0029,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0029,,"""Width — 6"""""",""Height — 6"""""",""Length — 20' (240"""")"",Sides — 3-sided",$1079.00,,,checked,
FWB-MOD007-0030,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0030,,"""Width — 6"""""",""Height — 6"""""",""Length — 20' (240"""")"",Sides — 4-sided",$1438.00,,,checked,
FWB-MOD007-0031,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0031,,"""Width — 6"""""",""Height — 8"""""",""Length — 8' (96"""")"",Sides — 3-sided",$528.00,,,checked,
FWB-MOD007-0032,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0032,,"""Width — 6"""""",""Height — 8"""""",""Length — 8' (96"""")"",Sides — 4-sided",$672.00,,,checked,
FWB-MOD007-0033,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0033,,"""Width — 6"""""",""Height — 8"""""",""Length — 10' (120"""")"",Sides — 3-sided",$659.00,,,checked,
FWB-MOD007-0034,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0034,,"""Width — 6"""""",""Height — 8"""""",""Length — 10' (120"""")"",Sides — 4-sided",$839.00,,,checked,
FWB-MOD007-0035,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0035,,"""Width — 6"""""",""Height — 8"""""",""Length — 12' (144"""")"",Sides — 3-sided",$792.00,,,checked,
FWB-MOD007-0036,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0036,,"""Width — 6"""""",""Height — 8"""""",""Length — 12' (144"""")"",Sides — 4-sided",$1007.00,,,checked,
FWB-MOD007-0037,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0037,,"""Width — 6"""""",""Height — 8"""""",""Length — 16' (192"""")"",Sides — 3-sided",$1054.00,,,checked,
FWB-MOD007-0038,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0038,,"""Width — 6"""""",""Height — 8"""""",""Length — 16' (192"""")"",Sides — 4-sided",$1342.00,,,checked,
FWB-MOD007-0039,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0039,,"""Width — 6"""""",""Height — 8"""""",""Length — 20' (240"""")"",Sides — 3-sided",$1318.00,,,checked,
FWB-MOD007-0040,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0040,,"""Width — 6"""""",""Height — 8"""""",""Length — 20' (240"""")"",Sides — 4-sided",$1677.00,,,checked,
FWB-MOD007-0041,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0041,,"""Width — 8"""""",""Height — 8"""""",""Length — 8' (96"""")"",Sides — 3-sided",$575.00,,,checked,
FWB-MOD007-0042,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0042,,"""Width — 8"""""",""Height — 8"""""",""Length — 8' (96"""")"",Sides — 4-sided",$767.00,,,checked,
FWB-MOD007-0043,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0043,,"""Width — 8"""""",""Height — 8"""""",""Length — 10' (120"""")"",Sides — 3-sided",$719.00,,,checked,
FWB-MOD007-0044,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0044,,"""Width — 8"""""",""Height — 8"""""",""Length — 10' (120"""")"",Sides — 4-sided",$959.00,,,checked,
FWB-MOD007-0045,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0045,,"""Width — 8"""""",""Height — 8"""""",""Length — 12' (144"""")"",Sides — 3-sided",$863.00,,,checked,
FWB-MOD007-0046,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0046,,"""Width — 8"""""",""Height — 8"""""",""Length — 12' (144"""")"",Sides — 4-sided",$1150.00,,,checked,
FWB-MOD007-0047,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0047,,"""Width — 8"""""",""Height — 8"""""",""Length — 16' (192"""")"",Sides — 3-sided",$1150.00,,,checked,
FWB-MOD007-0048,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0048,,"""Width — 8"""""",""Height — 8"""""",""Length — 16' (192"""")"",Sides — 4-sided",$1533.00,,,checked,
FWB-MOD007-0049,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0049,,"""Width — 8"""""",""Height — 8"""""",""Length — 20' (240"""")"",Sides — 3-sided",$1438.00,,,checked,
FWB-MOD007-0050,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0050,,"""Width — 8"""""",""Height — 8"""""",""Length — 20' (240"""")"",Sides — 4-sided",$1917.00,,,checked,
FWB-MOD007-0051,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0051,,"""Width — 8"""""",""Height — 10"""""",""Length — 8' (96"""")"",Sides — 3-sided",$672.00,,,checked,
FWB-MOD007-0052,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0052,,"""Width — 8"""""",""Height — 10"""""",""Length — 8' (96"""")"",Sides — 4-sided",$863.00,,,checked,
FWB-MOD007-0053,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0053,,"""Width — 8"""""",""Height — 10"""""",""Length — 10' (120"""")"",Sides — 3-sided",$839.00,,,checked,
FWB-MOD007-0054,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0054,,"""Width — 8"""""",""Height — 10"""""",""Length — 10' (120"""")"",Sides — 4-sided",$1079.00,,,checked,
FWB-MOD007-0055,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0055,,"""Width — 8"""""",""Height — 10"""""",""Length — 12' (144"""")"",Sides — 3-sided",$1007.00,,,checked,
FWB-MOD007-0056,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0056,,"""Width — 8"""""",""Height — 10"""""",""Length — 12' (144"""")"",Sides — 4-sided",$1294.00,,,checked,
FWB-MOD007-0057,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0057,,"""Width — 8"""""",""Height — 10"""""",""Length — 16' (192"""")"",Sides — 3-sided",$1342.00,,,checked,
FWB-MOD007-0058,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0058,,"""Width — 8"""""",""Height — 10"""""",""Length — 16' (192"""")"",Sides — 4-sided",$1725.00,,,checked,
FWB-MOD007-0059,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0059,,"""Width — 8"""""",""Height — 10"""""",""Length — 20' (240"""")"",Sides — 3-sided",$1677.00,,,checked,
FWB-MOD007-0060,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0060,,"""Width — 8"""""",""Height — 10"""""",""Length — 20' (240"""")"",Sides — 4-sided",$2157.00,,,checked,
FWB-MOD007-0061,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0061,,"""Width — 10"""""",""Height — 10"""""",""Length — 8' (96"""")"",Sides — 3-sided",$719.00,,,checked,
FWB-MOD007-0062,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0062,,"""Width — 10"""""",""Height — 10"""""",""Length — 8' (96"""")"",Sides — 4-sided",$959.00,,,checked,
FWB-MOD007-0063,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0063,,"""Width — 10"""""",""Height — 10"""""",""Length — 10' (120"""")"",Sides — 3-sided",$899.00,,,checked,
FWB-MOD007-0064,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0064,,"""Width — 10"""""",""Height — 10"""""",""Length — 10' (120"""")"",Sides — 4-sided",$1198.00,,,checked,
FWB-MOD007-0065,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0065,,"""Width — 10"""""",""Height — 10"""""",""Length — 12' (144"""")"",Sides — 3-sided",$1079.00,,,checked,
FWB-MOD007-0066,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0066,,"""Width — 10"""""",""Height — 10"""""",""Length — 12' (144"""")"",Sides — 4-sided",$1438.00,,,checked,
FWB-MOD007-0067,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0067,,"""Width — 10"""""",""Height — 10"""""",""Length — 16' (192"""")"",Sides — 3-sided",$1438.00,,,checked,
FWB-MOD007-0068,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0068,,"""Width — 10"""""",""Height — 10"""""",""Length — 16' (192"""")"",Sides — 4-sided",$1917.00,,,checked,
FWB-MOD007-0069,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0069,,"""Width — 10"""""",""Height — 10"""""",""Length — 20' (240"""")"",Sides — 3-sided",$1797.00,,,checked,
FWB-MOD007-0070,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0070,,"""Width — 10"""""",""Height — 10"""""",""Length — 20' (240"""")"",Sides — 4-sided",$2395.00,,,checked,
FWB-MOD007-0071,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0071,,"""Width — 12"""""",""Height — 12"""""",""Length — 8' (96"""")"",Sides — 3-sided",$863.00,,,checked,
FWB-MOD007-0072,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0072,,"""Width — 12"""""",""Height — 12"""""",""Length — 8' (96"""")"",Sides — 4-sided",$1150.00,,,checked,
FWB-MOD007-0073,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0073,,"""Width — 12"""""",""Height — 12"""""",""Length — 10' (120"""")"",Sides — 3-sided",$1079.00,,,checked,
FWB-MOD007-0074,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0074,,"""Width — 12"""""",""Height — 12"""""",""Length — 10' (120"""")"",Sides — 4-sided",$1438.00,,,checked,
FWB-MOD007-0075,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0075,,"""Width — 12"""""",""Height — 12"""""",""Length — 12' (144"""")"",Sides — 3-sided",$1294.00,,,checked,
FWB-MOD007-0076,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0076,,"""Width — 12"""""",""Height — 12"""""",""Length — 12' (144"""")"",Sides — 4-sided",$1725.00,,,checked,
FWB-MOD007-0077,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0077,,"""Width — 12"""""",""Height — 12"""""",""Length — 16' (192"""")"",Sides — 3-sided",$1725.00,,,checked,
FWB-MOD007-0078,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0078,,"""Width — 12"""""",""Height — 12"""""",""Length — 16' (192"""")"",Sides — 4-sided",$2299.00,,,checked,
FWB-MOD007-0079,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0079,,"""Width — 12"""""",""Height — 12"""""",""Length — 20' (240"""")"",Sides — 3-sided",$2157.00,,,checked,
FWB-MOD007-0080,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0080,,"""Width — 12"""""",""Height — 12"""""",""Length — 20' (240"""")"",Sides — 4-sided",$2874.00,,,checked,
FWB-MOD007-0081,Faux Wood Beam MOD007 — FWB-MOD007,FWB-MOD007-0081,,"Width — Any Custom Size,Height — Any Custom Size,Length — Any Custom Size,Sides — Any Custom Size",,,,checked,
FWB-MOD008-0001,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0001,,"""Width — 4"""""",""Height — 4"""""",""Length — 8' (96"""")"",Sides — 3-sided",$288.00,,,checked,
FWB-MOD008-0002,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0002,,"""Width — 4"""""",""Height — 4"""""",""Length — 8' (96"""")"",Sides — 4-sided",$384.00,,,checked,
FWB-MOD008-0003,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0003,,"""Width — 4"""""",""Height — 4"""""",""Length — 10' (120"""")"",Sides — 3-sided",$360.00,,,checked,
FWB-MOD008-0004,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0004,,"""Width — 4"""""",""Height — 4"""""",""Length — 10' (120"""")"",Sides — 4-sided",$480.00,,,checked,
FWB-MOD008-0005,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0005,,"""Width — 4"""""",""Height — 4"""""",""Length — 12' (144"""")"",Sides — 3-sided",$432.00,,,checked,
FWB-MOD008-0006,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0006,,"""Width — 4"""""",""Height — 4"""""",""Length — 12' (144"""")"",Sides — 4-sided",$575.00,,,checked,
FWB-MOD008-0007,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0007,,"""Width — 4"""""",""Height — 4"""""",""Length — 16' (192"""")"",Sides — 3-sided",$575.00,,,checked,
FWB-MOD008-0008,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0008,,"""Width — 4"""""",""Height — 4"""""",""Length — 16' (192"""")"",Sides — 4-sided",$767.00,,,checked,
FWB-MOD008-0009,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0009,,"""Width — 4"""""",""Height — 4"""""",""Length — 20' (240"""")"",Sides — 3-sided",$719.00,,,checked,
FWB-MOD008-0010,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0010,,"""Width — 4"""""",""Height — 4"""""",""Length — 20' (240"""")"",Sides — 4-sided",$959.00,,,checked,
FWB-MOD008-0011,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0011,,"""Width — 4"""""",""Height — 6"""""",""Length — 8' (96"""")"",Sides — 3-sided",$384.00,,,checked,
FWB-MOD008-0012,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0012,,"""Width — 4"""""",""Height — 6"""""",""Length — 8' (96"""")"",Sides — 4-sided",$480.00,,,checked,
FWB-MOD008-0013,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0013,,"""Width — 4"""""",""Height — 6"""""",""Length — 10' (120"""")"",Sides — 3-sided",$480.00,,,checked,
FWB-MOD008-0014,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0014,,"""Width — 4"""""",""Height — 6"""""",""Length — 10' (120"""")"",Sides — 4-sided",$599.00,,,checked,
FWB-MOD008-0015,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0015,,"""Width — 4"""""",""Height — 6"""""",""Length — 12' (144"""")"",Sides — 3-sided",$575.00,,,checked,
FWB-MOD008-0016,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0016,,"""Width — 4"""""",""Height — 6"""""",""Length — 12' (144"""")"",Sides — 4-sided",$719.00,,,checked,
FWB-MOD008-0017,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0017,,"""Width — 4"""""",""Height — 6"""""",""Length — 16' (192"""")"",Sides — 3-sided",$767.00,,,checked,
FWB-MOD008-0018,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0018,,"""Width — 4"""""",""Height — 6"""""",""Length — 16' (192"""")"",Sides — 4-sided",$959.00,,,checked,
FWB-MOD008-0019,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0019,,"""Width — 4"""""",""Height — 6"""""",""Length — 20' (240"""")"",Sides — 3-sided",$959.00,,,checked,
FWB-MOD008-0020,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0020,,"""Width — 4"""""",""Height — 6"""""",""Length — 20' (240"""")"",Sides — 4-sided",$1198.00,,,checked,
FWB-MOD008-0021,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0021,,"""Width — 6"""""",""Height — 6"""""",""Length — 8' (96"""")"",Sides — 3-sided",$432.00,,,checked,
FWB-MOD008-0022,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0022,,"""Width — 6"""""",""Height — 6"""""",""Length — 8' (96"""")"",Sides — 4-sided",$575.00,,,checked,
FWB-MOD008-0023,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0023,,"""Width — 6"""""",""Height — 6"""""",""Length — 10' (120"""")"",Sides — 3-sided",$540.00,,,checked,
FWB-MOD008-0024,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0024,,"""Width — 6"""""",""Height — 6"""""",""Length — 10' (120"""")"",Sides — 4-sided",$719.00,,,checked,
FWB-MOD008-0025,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0025,,"""Width — 6"""""",""Height — 6"""""",""Length — 12' (144"""")"",Sides — 3-sided",$648.00,,,checked,
FWB-MOD008-0026,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0026,,"""Width — 6"""""",""Height — 6"""""",""Length — 12' (144"""")"",Sides — 4-sided",$863.00,,,checked,
FWB-MOD008-0027,Faux Wood Beam MOD008 — FWB-MOD008,FWB-MOD008-0027,,"""Width — 6"""""",""Height — 6"""""",""Length — 16' (192"""")"",Sides — 3-sided",$863.00,,,checked,
